GN,ALS,ALD,WEIGHT,FRAGM_ID,GENE_ID,SOURCE_ID,DEST_ID
 35         , 1279       , 6472       ,0.0023885030,436222      ,145         , 31794499   ,218704040   
 35         , 1279       , 8638       ,0.0023885030,436222      ,145         , 31794499   ,291281655   
 35         , 1279       , 9043       ,0.0023885030,436222      ,145         , 31794499   ,294676290   
 35         , 1279       , 9478       ,0.0023885030,436222      ,145         , 31794499   ,300312277   
 35         , 1279       ,10409       ,0.0023885030,436222      ,145         , 31794499   ,339326619   
 35         , 1279       ,10676       ,0.0023885030,436222      ,145         , 31794499   ,340786938   
 35         , 1279       , 1651       ,0.0023885030,436222      ,145         , 31794499   , 39933294   
 35         , 1279       , 2465       ,0.0023885030,436222      ,145         , 31794499   , 62179308   
 35         , 1279       , 2807       ,0.0023885030,436222      ,145         , 31794499   , 86359476   
 35         , 1279       , 2831       ,0.0023885030,436222      ,145         , 31794499   , 91209757   
 35         , 1279       , 8761       ,0.0023885030,436222      ,145         , 31794499   ,291616726   
 35         , 1279       , 6270       ,0.0023885030,436222      ,145         , 31794499   ,218694147   
 35         , 1279       , 2965       ,0.0023885030,436222      ,145         , 31794499   , 94311420   
 35         , 1279       , 6168       ,0.0023885030,436222      ,145         , 31794499   ,218688517   
 35         , 1279       , 5964       ,0.0023885030,436222      ,145         , 31794499   ,218553250   
 35         ,10529       , 4722       ,0.0023885030,436222      ,145         ,339633326   ,162147199   
 35         , 1097       , 2465       ,0.0023885030,436222      ,145         , 29829940   , 62179308   
 35         , 4022       , 4221       ,0.0005315026,436222      ,145         ,148251847   ,148663182   
 35         , 1097       , 2807       ,0.0023885030,436222      ,145         , 29829940   , 86359476   
 35         , 1097       , 2831       ,0.0023885030,436222      ,145         , 29829940   , 91209757   
 35         , 1097       , 2965       ,0.0023885030,436222      ,145         , 29829940   , 94311420   
 35         , 1279       , 3360       ,0.0023885030,436222      ,145         , 31794499   ,110678934   
 35         , 1279       , 3453       ,0.0023885030,436222      ,145         , 31794499   ,117622917   
 35         , 1279       , 6066       ,0.0023885030,436222      ,145         , 31794499   ,218557639   
 35         , 1279       , 3599       ,0.0023885030,436222      ,145         , 31794499   ,119897842   
 35         , 1279       , 4390       ,0.0023885030,436222      ,145         , 31794499   ,152980484   
 35         , 1279       ,  466       ,0.0023885030,436222      ,145         , 31794499   , 16128698   
 35         , 1279       , 4660       ,0.0023885030,436222      ,145         , 31794499   ,161486279   
 35         , 1279       , 4722       ,0.0023885030,436222      ,145         , 31794499   ,162147199   
 35         , 1279       , 4924       ,0.0023885030,436222      ,145         , 31794499   ,170080390   
 35         , 1279       , 5430       ,0.0023885030,436222      ,145         , 31794499   ,190893744   
 35         , 1279       , 5757       ,0.0023885030,436222      ,145         , 31794499   ,209967180   
 35         , 1279       , 5779       ,0.0023885030,436222      ,145         , 31794499   ,215485742   
 35         , 1279       , 4022       ,0.0023885030,436222      ,145         , 31794499   ,148251847   
 35         ,10073       , 3360       ,0.0023885030,436222      ,145         ,320450963   ,110678934   
 35         , 1279       , 6371       ,0.0023885030,436222      ,145         , 31794499   ,218699078   
 35         ,10073       , 3599       ,0.0023885030,436222      ,145         ,320450963   ,119897842   
 35         ,10073       , 8228       ,0.0023885030,436222      ,145         ,320450963   ,260866854   
 35         ,10073       ,  947       ,0.0023885030,436222      ,145         ,320450963   , 27375625   
 35         ,10073       , 8638       ,0.0023885030,436222      ,145         ,320450963   ,291281655   
 35         ,10073       , 8761       ,0.0023885030,436222      ,145         ,320450963   ,291616726   
 35         ,10073       , 9043       ,0.0023885030,436222      ,145         ,320450963   ,294676290   
 35         ,10073       , 9478       ,0.0023885030,436222      ,145         ,320450963   ,300312277   
 35         ,10073       ,10409       ,0.0023885030,436222      ,145         ,320450963   ,339326619   
 35         ,10073       ,10676       ,0.0023885030,436222      ,145         ,320450963   ,340786938   
 35         ,10073       , 8128       ,0.0023885030,436222      ,145         ,320450963   ,260853958   
 35         ,10073       , 1651       ,0.0023885030,436222      ,145         ,320450963   , 39933294   
 35         ,10073       , 2807       ,0.0023885030,436222      ,145         ,320450963   , 86359476   
 35         ,10073       , 2831       ,0.0023885030,436222      ,145         ,320450963   , 91209757   
 35         ,10073       , 2965       ,0.0023885030,436222      ,145         ,320450963   , 94311420   
 35         ,10529       , 3360       ,0.0023885030,436222      ,145         ,339633326   ,110678934   
 35         ,10529       , 3453       ,0.0023885030,436222      ,145         ,339633326   ,117622917   
 35         ,10529       , 3599       ,0.0023885030,436222      ,145         ,339633326   ,119897842   
 35         ,10529       , 4022       ,0.0023885030,436222      ,145         ,339633326   ,148251847   
 35         ,10073       , 2465       ,0.0023885030,436222      ,145         ,320450963   , 62179308   
 35         ,10529       , 4390       ,0.0023885030,436222      ,145         ,339633326   ,152980484   
 35         ,10529       ,  466       ,0.0023885030,436222      ,145         ,339633326   , 16128698   
 35         ,10073       , 8028       ,0.0023885030,436222      ,145         ,320450963   ,260842930   
 35         ,10073       , 7560       ,0.0023885030,436222      ,145         ,320450963   ,254160793   
 35         ,10073       , 4022       ,0.0023885030,436222      ,145         ,320450963   ,148251847   
 35         ,10073       , 4390       ,0.0023885030,436222      ,145         ,320450963   ,152980484   
 35         ,10073       ,  466       ,0.0023885030,436222      ,145         ,320450963   , 16128698   
 35         ,10073       , 4660       ,0.0023885030,436222      ,145         ,320450963   ,161486279   
 35         ,10073       , 4722       ,0.0023885030,436222      ,145         ,320450963   ,162147199   
 35         ,10073       , 4924       ,0.0023885030,436222      ,145         ,320450963   ,170080390   
 35         ,10073       , 5430       ,0.0023885030,436222      ,145         ,320450963   ,190893744   
 35         ,10073       , 7661       ,0.0023885030,436222      ,145         ,320450963   ,254791869   
 35         ,10073       , 5779       ,0.0023885030,436222      ,145         ,320450963   ,215485742   
 35         ,10073       , 5757       ,0.0023885030,436222      ,145         ,320450963   ,209967180   
 35         ,10073       , 6066       ,0.0023885030,436222      ,145         ,320450963   ,218557639   
 35         ,10073       , 6168       ,0.0023885030,436222      ,145         ,320450963   ,218688517   
 35         ,10073       , 6270       ,0.0023885030,436222      ,145         ,320450963   ,218694147   
 35         ,10073       , 6371       ,0.0023885030,436222      ,145         ,320450963   ,218699078   
 35         ,10073       , 6472       ,0.0023885030,436222      ,145         ,320450963   ,218704040   
 35         ,10073       , 6663       ,0.0023885030,436222      ,145         ,320450963   ,222087467   
 35         ,10073       , 7459       ,0.0023885030,436222      ,145         ,320450963   ,238899988   
 35         ,10073       , 5964       ,0.0023885030,436222      ,145         ,320450963   ,218553250   
 35         ,10073       , 3453       ,0.0023885030,436222      ,145         ,320450963   ,117622917   
 36         , 1912       , 9651       ,0.1635565313,436223      ,146         , 49479101   ,301052002   
 36         , 9651       , 1912       ,0.8364434687,436223      ,146         ,301052002   , 49479101   
 36         ,10239       , 9226       ,0.4168421053,436224      ,146         ,337737038   ,297620268   
 36         , 9226       ,10239       ,0.5831578947,436224      ,146         ,297620268   ,337737038   
 36         , 1361       , 9226       ,0.3275261324,436225      ,146         , 32475318   ,297620268   
 36         , 1361       ,10239       ,0.3275261324,436225      ,146         , 32475318   ,337737038   
 36         ,10239       , 1361       ,0.3449477352,436225      ,146         ,337737038   , 32475318   
 38         , 4690       , 4083       ,0.9890230516,436226      ,148         ,162145887   ,148256074   
 38         , 4083       , 4690       ,0.0109769484,436226      ,148         ,148256074   ,162145887   
 40         , 9042       , 2786       ,0.0387755102,436227      ,150         ,294676106   , 86357901   
 40         , 9042       , 6635       ,0.0387755102,436227      ,150         ,294676106   ,222086139   
 40         , 9042       , 5407       ,0.0387755102,436227      ,150         ,294676106   ,190891986   
 40         , 3399       , 2786       ,0.0387755102,436227      ,150         ,110680413   , 86357901   
 40         , 3399       , 6635       ,0.0387755102,436227      ,150         ,110680413   ,222086139   
 40         , 3399       , 5407       ,0.0387755102,436227      ,150         ,110680413   ,190891986   
 40         , 6635       , 9042       ,0.1278911565,436227      ,150         ,222086139   ,294676106   
 40         , 2786       , 3399       ,0.1278911565,436227      ,150         , 86357901   ,110680413   
 40         , 6635       , 3399       ,0.1278911565,436227      ,150         ,222086139   ,110680413   
 40         , 5407       , 9042       ,0.1278911565,436227      ,150         ,190891986   ,294676106   
 40         , 5407       , 3399       ,0.1278911565,436227      ,150         ,190891986   ,110680413   
 40         , 2786       , 9042       ,0.1278911565,436227      ,150         , 86357901   ,294676106   
 41         , 5405       , 6633       ,0.5250000000,436228      ,151         ,190891958   ,222086109   
 41         , 6633       , 5405       ,0.4750000000,436228      ,151         ,222086109   ,190891958   
 41         , 2121       , 1950       ,0.0396039604,436229      ,151         , 52140461   , 49481095   
 41         , 1950       , 2121       ,0.9603960396,436229      ,151         , 49481095   , 52140461   
 41         , 7020       , 5878       ,0.4561598224,436230      ,151         ,225619193   ,217076526   
 41         , 9613       , 5878       ,0.4561598224,436230      ,151         ,300871541   ,217076526   
 41         , 5878       , 7020       ,0.0438401776,436230      ,151         ,217076526   ,225619193   
 41         , 5878       , 9613       ,0.0438401776,436230      ,151         ,217076526   ,300871541   
 42         , 7111       , 9561       ,0.9123196448,436231      ,152         ,225621410   ,300870230   
 42         , 9561       , 7111       ,0.0876803552,436231      ,152         ,300870230   ,225621410   
 42         , 7781       , 7900       ,0.2305699482,436232      ,152         ,258507196   ,258538386   
 42         , 7900       , 7781       ,0.7694300518,436232      ,152         ,258538386   ,258507196   
 42         , 7933       , 7813       ,0.7807881773,436233      ,152         ,258539433   ,258508219   
 42         , 7813       , 7933       ,0.2192118227,436233      ,152         ,258508219   ,258539433   
 42         , 7978       , 7858       ,0.7558685446,436234      ,152         ,258540126   ,258508940   
 42         , 7858       , 7978       ,0.2441314554,436234      ,152         ,258508940   ,258540126   
 42         , 7983       , 7863       ,0.7577045696,436235      ,152         ,258540252   ,258509061   
 42         , 7863       , 7983       ,0.2422954304,436235      ,152         ,258509061   ,258540252   
 42         , 1921       , 2231       ,0.1812652068,436236      ,152         , 49479177   , 52145027   
 42         , 2231       , 1921       ,0.8187347932,436236      ,152         , 52145027   , 49479177   
 42         , 2210       , 1860       ,0.8061855670,436237      ,152         , 52144145   , 49477123   
 42         , 1860       , 2210       ,0.1938144330,436237      ,152         , 49477123   , 52144145   
 42         , 1925       , 2170       ,0.2273249139,436238      ,152         , 49479250   , 52141951   
 42         , 2170       , 1925       ,0.7726750861,436238      ,152         , 52141951   , 49479250   
 42         , 6739       , 2190       ,0.8178243775,436239      ,152         ,222095686   , 52143396   
 42         , 2190       , 6739       ,0.1821756225,436239      ,152         , 52143396   ,222095686   
 42         , 6717       , 2211       ,0.7807881773,436240      ,152         ,222094908   , 52144151   
 42         , 2211       , 6717       ,0.2192118227,436240      ,152         , 52144151   ,222094908   
 42         , 1850       , 2232       ,0.1932681868,436241      ,152         , 49476737   , 52145028   
 42         , 2232       , 1850       ,0.8067318132,436241      ,152         , 52145028   , 49476737   
 42         , 6747       , 1910       ,0.7664041995,436242      ,152         ,222096345   , 49479093   
 42         , 1910       , 6747       ,0.2335958005,436242      ,152         , 49479093   ,222096345   
 42         , 1880       , 6758       ,0.2166666667,436243      ,152         , 49478282   ,222097040   
 42         , 6758       , 1880       ,0.7833333333,436243      ,152         ,222097040   , 49478282   
 42         , 1872       , 6734       ,0.2292323870,436244      ,152         , 49477410   ,222095529   
 42         , 6734       , 1872       ,0.7707676130,436244      ,152         ,222095529   , 49477410   
 42         , 7903       , 5446       ,0.0477980666,436245      ,152         ,258538535   ,191637125   
 42         , 7784       , 5446       ,0.0477980666,436245      ,152         ,258507354   ,191637125   
 42         , 5446       , 7784       ,0.4522019334,436245      ,152         ,191637125   ,258507354   
 42         , 5446       , 7903       ,0.4522019334,436245      ,152         ,191637125   ,258538535   
 42         , 7813       , 5470       ,0.0750000000,436246      ,152         ,258508219   ,191638199   
 42         , 5470       , 7813       ,0.4625000000,436246      ,152         ,191638199   ,258508219   
 42         , 5470       , 7933       ,0.4625000000,436246      ,152         ,191638199   ,258539433   
 42         , 7781       , 5444       ,0.0927083333,436247      ,152         ,258507196   ,191636993   
 42         , 5444       , 7781       ,0.4536458333,436247      ,152         ,191636993   ,258507196   
 42         , 5444       , 7900       ,0.4536458333,436247      ,152         ,191636993   ,258538386   
 42         , 5513       , 7978       ,0.4551645857,436248      ,152         ,191638872   ,258540126   
 42         , 7858       , 5513       ,0.0896708286,436248      ,152         ,258508940   ,191638872   
 42         , 5513       , 7858       ,0.4551645857,436248      ,152         ,191638872   ,258508940   
 42         , 5518       , 7863       ,0.4541237113,436249      ,152         ,191639005   ,258509061   
 42         , 5518       , 7983       ,0.4541237113,436249      ,152         ,191639005   ,258540252   
 42         , 7863       , 5518       ,0.0917525773,436249      ,152         ,258509061   ,191639005   
 42         , 8009       , 5542       ,0.0515625000,436250      ,152         ,258540980   ,191639745   
 42         , 5542       , 7890       ,0.4484375000,436250      ,152         ,191639745   ,258509796   
 42         , 5542       , 8009       ,0.4484375000,436250      ,152         ,191639745   ,258540980   
 42         , 7890       , 5542       ,0.0515625000,436250      ,152         ,258509796   ,191639745   
 42         , 1859       , 2211       ,0.2500000000,436251      ,152         , 49477118   , 52144151   
 42         , 2211       , 1859       ,0.5000000000,436251      ,152         , 52144151   , 49477118   
 42         , 1859       , 6717       ,0.2500000000,436251      ,152         , 49477118   ,222094908   
 42         , 2182       , 6747       ,0.2171314741,436252      ,152         , 52142665   ,222096345   
 42         , 2182       , 1910       ,0.2171314741,436252      ,152         , 52142665   , 49479093   
 42         , 1910       , 2182       ,0.5657370518,436252      ,152         , 49479093   , 52142665   
 42         , 2232       , 6695       ,0.4566410538,436253      ,152         , 52145028   ,222093961   
 42         , 6695       , 1850       ,0.2716794731,436253      ,152         ,222093961   , 49476737   
 42         , 6695       , 2232       ,0.2716794731,436253      ,152         ,222093961   , 52145028   
 42         , 2210       , 6718       ,0.4490216272,436254      ,152         , 52144145   ,222094914   
 42         , 6718       , 1860       ,0.2754891864,436254      ,152         ,222094914   , 49477123   
 42         , 6718       , 2210       ,0.2754891864,436254      ,152         ,222094914   , 52144145   
 42         , 6757       , 2170       ,0.2611940299,436255      ,152         ,222097039   , 52141951   
 42         , 6757       , 1925       ,0.2611940299,436255      ,152         ,222097039   , 49479250   
 42         , 2170       , 6757       ,0.4776119403,436255      ,152         , 52141951   ,222097039   
 42         , 6739       , 1961       ,0.3250327654,436256      ,152         ,222095686   , 49481243   
 42         , 1961       , 6739       ,0.3374836173,436256      ,152         , 49481243   ,222095686   
 42         , 1961       , 2190       ,0.3374836173,436256      ,152         , 49481243   , 52143396   
 42         , 1880       , 2169       ,0.5715871254,436257      ,152         , 49478282   , 52141950   
 42         , 2169       , 1880       ,0.2142064373,436257      ,152         , 52141950   , 49478282   
 42         , 2169       , 6758       ,0.2142064373,436257      ,152         , 52141950   ,222097040   
 42         , 6696       , 1921       ,0.2771010962,436258      ,152         ,222093962   , 49479177   
 42         , 6696       , 2231       ,0.2771010962,436258      ,152         ,222093962   , 52145027   
 42         , 2231       , 6696       ,0.4457978076,436258      ,152         , 52145027   ,222093962   
 42         , 2170       , 1879       ,0.3352468427,436259      ,152         , 52141951   , 49478278   
 42         , 1879       , 2169       ,0.0549177191,436259      ,152         , 49478278   , 52141950   
 42         , 1879       , 1925       ,0.0549177191,436259      ,152         , 49478278   , 49479250   
 42         , 1879       , 1880       ,0.0549177191,436259      ,152         , 49478278   , 49478282   
 42         , 1879       , 2170       ,0.0549177191,436259      ,152         , 49478278   , 52141951   
 42         , 1879       , 6757       ,0.0549177191,436259      ,152         , 49478278   ,222097039   
 42         , 2169       , 1879       ,0.3352468427,436259      ,152         , 52141950   , 49478278   
 42         , 1879       , 6758       ,0.0549177191,436259      ,152         , 49478278   ,222097040   
 43         , 9680       , 1946       ,0.8816489362,436260      ,153         ,301055611   , 49480906   
 43         , 1946       , 9680       ,0.1183510638,436260      ,153         , 49480906   ,301055611   
 43         , 8836       , 3331       ,0.9023051592,436261      ,153         ,291619526   ,110677944   
 43         , 3331       , 8836       ,0.0976948408,436261      ,153         ,110677944   ,291619526   
 43         , 1733       , 1062       ,0.8230403800,436262      ,153         , 39937423   , 27382563   
 43         , 1062       , 1733       ,0.1769596200,436262      ,153         , 27382563   , 39937423   
 43         , 1015       , 1688       ,0.2176165803,436263      ,153         , 27380140   , 39935795   
 43         , 1688       , 1015       ,0.7823834197,436263      ,153         , 39935795   , 27380140   
 44         , 4520       , 9904       ,0.0052083333,436264      ,154         ,154687527   ,305676002   
 44         , 9904       ,10003       ,0.4947916667,436264      ,154         ,305676002   ,308175143   
 44         ,10003       , 9904       ,0.0052083333,436264      ,154         ,308175143   ,305676002   
 44         , 9904       , 4520       ,0.4947916667,436264      ,154         ,305676002   ,154687527   
 44         , 4068       , 1692       ,0.5296912114,436265      ,154         ,148255828   , 39935939   
 44         , 1692       , 4068       ,0.4703087886,436265      ,154         , 39935939   ,148255828   
 44         , 9698       , 1999       ,0.9684542587,436266      ,154         ,301056594   , 49481799   
 44         , 1999       , 9698       ,0.0315457413,436266      ,154         , 49481799   ,301056594   
 44         , 4068       , 2943       ,0.4943883277,436267      ,154         ,148255828   , 94310121   
 44         , 1005       , 2943       ,0.4943883277,436267      ,154         , 27379905   , 94310121   
 44         , 2943       , 1692       ,0.0037411149,436267      ,154         , 94310121   , 39935939   
 44         , 2943       , 4068       ,0.0037411149,436267      ,154         , 94310121   ,148255828   
 44         , 2943       , 1005       ,0.0037411149,436267      ,154         , 94310121   , 27379905   
 44         ,10922       , 2374       ,0.0355044700,436268      ,154         ,352683060   , 55377005   
 44         ,10922       ,10739       ,0.0355044700,436268      ,154         ,352683060   ,344211116   
 44         ,10922       , 8886       ,0.0355044700,436268      ,154         ,352683060   ,292656892   
 44         ,10922       , 3290       ,0.0355044700,436268      ,154         ,352683060   ,110668828   
 44         ,10922       , 2683       ,0.0355044700,436268      ,154         ,352683060   , 76802065   
 44         , 2683       ,10922       ,0.1644955300,436268      ,154         , 76802065   ,352683060   
 44         , 2374       ,10922       ,0.1644955300,436268      ,154         , 55377005   ,352683060   
 44         ,10739       ,10922       ,0.1644955300,436268      ,154         ,344211116   ,352683060   
 44         , 8886       ,10922       ,0.1644955300,436268      ,154         ,292656892   ,352683060   
 44         , 3290       ,10922       ,0.1644955300,436268      ,154         ,110668828   ,352683060   
 45         , 9656       , 1990       ,0.9482535576,436269      ,155         ,301052035   , 49481696   
 45         , 1990       , 9656       ,0.0517464424,436269      ,155         , 49481696   ,301052035   
 46         , 8839       , 9435       ,0.9765258216,436270      ,156         ,291619784   ,300310358   
 46         , 9435       , 8839       ,0.0234741784,436270      ,156         ,300310358   ,291619784   
 46         , 6648       , 1011       ,0.9900990099,436271      ,156         ,222086684   , 27379982   
 46         , 1011       , 6648       ,0.0099009901,436271      ,156         , 27379982   ,222086684   
 46         , 9591       , 7102       ,0.8046103183,436272      ,156         ,300870868   ,225621168   
 46         , 7102       , 9591       ,0.1953896817,436272      ,156         ,225621168   ,300870868   
 46         , 7066       , 9564       ,0.2165450122,436273      ,156         ,225620330   ,300870384   
 46         , 9564       , 7066       ,0.7834549878,436273      ,156         ,300870384   ,225620330   
 46         , 1934       , 6729       ,0.4077306733,436274      ,156         , 49479956   ,222095294   
 46         , 6729       , 1934       ,0.5922693267,436274      ,156         ,222095294   , 49479956   
 46         , 1962       , 2108       ,0.3722772277,436275      ,156         , 49481244   , 52140207   
 46         , 2108       , 1962       ,0.6277227723,436275      ,156         , 52140207   , 49481244   
 46         , 1881       , 2238       ,0.3976683938,436276      ,156         , 49478294   , 52145085   
 46         , 2238       , 1881       ,0.6023316062,436276      ,156         , 52145085   , 49478294   
 46         , 2108       , 6821       ,0.5214050494,436277      ,156         , 52140207   ,222098828   
 46         , 6821       , 2108       ,0.2392974753,436277      ,156         ,222098828   , 52140207   
 46         , 6821       , 1962       ,0.2392974753,436277      ,156         ,222098828   , 49481244   
 46         , 6821       , 8938       ,0.3224734043,436278      ,156         ,222098828   ,294498368   
 46         , 6821       , 9151       ,0.3224734043,436278      ,156         ,222098828   ,295703723   
 46         , 9151       , 1962       ,0.0591755319,436278      ,156         ,295703723   , 49481244   
 46         , 9151       , 6821       ,0.0591755319,436278      ,156         ,295703723   ,222098828   
 46         , 8938       , 2108       ,0.0591755319,436278      ,156         ,294498368   , 52140207   
 46         , 8938       , 1962       ,0.0591755319,436278      ,156         ,294498368   , 49481244   
 46         , 8938       , 6821       ,0.0591755319,436278      ,156         ,294498368   ,222098828   
 46         , 9151       , 2108       ,0.0591755319,436278      ,156         ,295703723   , 52140207   
 47         , 3565       ,10703       ,0.1891105569,436279      ,157         ,119896798   ,340788986   
 47         , 3565       , 4374       ,0.1891105569,436279      ,157         ,119896798   ,152980318   
 47         ,10703       , 3565       ,0.1442227764,436279      ,157         ,340788986   ,119896798   
 47         , 3565       , 9426       ,0.1891105569,436279      ,157         ,119896798   ,300309990   
 47         , 9426       , 3565       ,0.1442227764,436279      ,157         ,300309990   ,119896798   
 47         , 4374       , 3565       ,0.1442227764,436279      ,157         ,152980318   ,119896798   
 47         , 8008       , 7889       ,0.7435233161,436280      ,157         ,258540839   ,258509638   
 47         , 7889       , 8008       ,0.2564766839,436280      ,157         ,258509638   ,258540839   
 47         , 2167       , 1883       ,0.5770833333,436281      ,157         , 52141709   , 49478369   
 47         , 1883       , 2167       ,0.4229166667,436281      ,157         , 49478369   , 52141709   
 47         , 6760       , 1883       ,0.0770725389,436282      ,157         ,222097225   , 49478369   
 47         , 6760       , 2167       ,0.0770725389,436282      ,157         ,222097225   , 52141709   
 47         , 2167       , 6760       ,0.8458549223,436282      ,157         , 52141709   ,222097225   
 47         , 8008       , 5541       ,0.2392974753,436283      ,157         ,258540839   ,191639560   
 47         , 5541       , 7889       ,0.3803512623,436283      ,157         ,191639560   ,258509638   
 47         , 5541       , 8008       ,0.3803512623,436283      ,157         ,191639560   ,258540839   
 47         , 7916       , 5456       ,0.1342364532,436284      ,157         ,258539129   ,191637814   
 47         , 7796       , 5456       ,0.1342364532,436284      ,157         ,258507884   ,191637814   
 47         , 5456       , 7796       ,0.3657635468,436284      ,157         ,191637814   ,258507884   
 47         , 5456       , 7916       ,0.3657635468,436284      ,157         ,191637814   ,258539129   
 48         , 3271       , 2659       ,0.5816686251,436285      ,158         ,110668547   , 76800827   
 48         , 2659       , 3271       ,0.4183313749,436285      ,158         , 76800827   ,110668547   
 48         , 5751       , 1000       ,0.9775533109,436286      ,158         ,209966814   , 27379764   
 48         , 1000       , 5751       ,0.0224466891,436286      ,158         , 27379764   ,209966814   
 49         , 6567       , 5343       ,0.4639423077,436287      ,159         ,222084532   ,190889929   
 49         , 5343       , 6567       ,0.5360576923,436287      ,159         ,190889929   ,222084532   
 49         , 5924       , 7013       ,0.1010830325,436288      ,159         ,217077395   ,225619071   
 49         , 5924       , 9607       ,0.1010830325,436288      ,159         ,217077395   ,300871433   
 49         , 7013       , 5924       ,0.3989169675,436288      ,159         ,225619071   ,217077395   
 49         , 9607       , 5924       ,0.3989169675,436288      ,159         ,300871433   ,217077395   
 50         , 2478       ,  875       ,0.9900990099,436289      ,160         , 62179948   , 26247942   
 50         ,  875       , 2478       ,0.0099009901,436289      ,160         , 26247942   , 62179948   
 50         , 7786       , 5447       ,0.4867021277,436290      ,160         ,258507561   ,191637361   
 50         , 5447       , 7786       ,0.5132978723,436290      ,160         ,191637361   ,258507561   
 50         ,  967       , 4107       ,0.9893730074,436291      ,160         , 27376170   ,148257367   
 50         , 4107       ,  967       ,0.0106269926,436291      ,160         ,148257367   , 27376170   
 50         , 1075       , 1049       ,0.5959183673,436292      ,160         , 29828319   , 27381502   
 50         , 1049       , 1075       ,0.4040816327,436292      ,160         , 27381502   , 29828319   
 51         , 9690       , 1974       ,0.9872122762,436293      ,161         ,301055928   , 49481506   
 51         , 1974       , 9690       ,0.0127877238,436293      ,161         , 49481506   ,301055928   
 52         , 6752       , 2177       ,0.7823834197,436294      ,162         ,222096609   , 52142392   
 52         , 2177       , 6752       ,0.2176165803,436294      ,162         , 52142392   ,222096609   
 52         , 1937       , 6752       ,0.3527315914,436295      ,162         , 49480085   ,222096609   
 52         , 1937       , 2177       ,0.3527315914,436295      ,162         , 49480085   , 52142392   
 52         , 2177       , 1937       ,0.2945368171,436295      ,162         , 52142392   , 49480085   
 52         , 1906       , 6750       ,0.4100905563,436296      ,162         , 49479043   ,222096471   
 52         , 1906       , 2179       ,0.4100905563,436296      ,162         , 49479043   , 52142529   
 52         , 6750       , 1906       ,0.0899094437,436296      ,162         ,222096471   , 49479043   
 52         , 2179       , 1906       ,0.0899094437,436296      ,162         , 52142529   , 49479043   
 52         , 1920       , 8586       ,0.0624561404,436297      ,162         , 49479173   ,288555139   
 52         , 2230       , 8586       ,0.0624561404,436297      ,162         , 52145025   ,288555139   
 52         , 6697       , 8586       ,0.0624561404,436297      ,162         ,222093964   ,288555139   
 52         , 8586       , 1920       ,0.2708771930,436297      ,162         ,288555139   , 49479173   
 52         , 8586       , 6697       ,0.2708771930,436297      ,162         ,288555139   ,222093964   
 52         , 8586       , 2230       ,0.2708771930,436297      ,162         ,288555139   , 52145025   
 54         ,10446       , 3559       ,0.2366992400,436298      ,164         ,339327668   ,119896451   
 54         , 3003       , 3559       ,0.2366992400,436298      ,164         , 94312425   ,119896451   
 54         , 3559       ,10446       ,0.2633007600,436298      ,164         ,119896451   ,339327668   
 54         , 3559       , 3003       ,0.2633007600,436298      ,164         ,119896451   , 94312425   
 54         , 5641       , 4033       ,0.9900000000,436299      ,164         ,209963703   ,148252986   
 54         , 4033       , 5641       ,0.0100000000,436299      ,164         ,148252986   ,209963703   
 54         , 4033       , 1315       ,0.0990000000,436300      ,164         ,148252986   , 32473392   
 54         , 1315       , 4033       ,0.4505000000,436300      ,164         , 32473392   ,148252986   
 54         , 1315       , 5641       ,0.4505000000,436300      ,164         , 32473392   ,209963703   
 55         , 4582       , 2046       ,0.0126262626,436301      ,165         ,157692235   , 52080157   
 55         , 2305       , 4582       ,0.4873737374,436301      ,165         , 52785534   ,157692235   
 55         , 4582       , 2305       ,0.0126262626,436301      ,165         ,157692235   , 52785534   
 55         , 2046       , 4582       ,0.4873737374,436301      ,165         , 52080157   ,157692235   
 55         , 1930       , 2153       ,0.2589073634,436302      ,165         , 49479396   , 52141605   
 55         , 1930       , 9675       ,0.2589073634,436302      ,165         , 49479396   ,301055374   
 55         , 9675       , 1930       ,0.2410926366,436302      ,165         ,301055374   , 49479396   
 55         , 2153       , 1930       ,0.2410926366,436302      ,165         , 52141605   , 49479396   
 56         , 2398       , 3301       ,0.9489144317,436303      ,166         , 55378297   ,110669054   
 56         , 3301       , 2398       ,0.0510855683,436303      ,166         ,110669054   , 55378297   
 56         , 8783       , 4819       ,0.0240794731,436304      ,166         ,291617620   ,162449370   
 56         ,  477       , 4819       ,0.0240794731,436304      ,166         , 16129224   ,162449370   
 56         , 4937       , 4819       ,0.0240794731,436304      ,166         ,170080940   ,162449370   
 56         , 5791       , 4819       ,0.0240794731,436304      ,166         ,215486558   ,162449370   
 56         , 5977       , 4819       ,0.0240794731,436304      ,166         ,218553815   ,162449370   
 56         , 6079       , 4819       ,0.0240794731,436304      ,166         ,218558248   ,162449370   
 56         , 6181       , 4819       ,0.0240794731,436304      ,166         ,218689253   ,162449370   
 56         , 6283       , 4819       ,0.0240794731,436304      ,166         ,218694834   ,162449370   
 56         , 6390       , 4819       ,0.0240794731,436304      ,166         ,218699970   ,162449370   
 56         , 2481       , 4819       ,0.0240794731,436304      ,166         , 62180290   ,162449370   
 56         , 6485       , 4819       ,0.0240794731,436304      ,166         ,218704786   ,162449370   
 56         , 7573       , 4819       ,0.0240794731,436304      ,166         ,254161342   ,162449370   
 56         , 3466       , 4819       ,0.0240794731,436304      ,166         ,117623524   ,162449370   
