GN,ALS,ALD,WEIGHT,FRAGM_ID,GENE_ID,SOURCE_ID,DEST_ID
 15         , 8704       , 2532       ,0.0541346974,436179      ,125         ,291285153   , 62182344   
 17         , 3422       , 9152       ,0.5790172643,436180      ,127         ,110681082   ,295703788   
 17         , 9152       , 3422       ,0.4209827357,436180      ,127         ,295703788   ,110681082   
 18         , 7790       , 7910       ,0.9643705463,436181      ,128         ,258507770   ,258538961   
 18         , 7910       , 7790       ,0.0356294537,436181      ,128         ,258538961   ,258507770   
 19         , 4035       , 5755       ,0.3762769580,436182      ,129         ,148253229   ,209966850   
 19         , 1067       , 5755       ,0.3762769580,436182      ,129         , 27382609   ,209966850   
 19         , 5755       , 4035       ,0.1237230420,436182      ,129         ,209966850   ,148253229   
 19         , 5755       , 1067       ,0.1237230420,436182      ,129         ,209966850   , 27382609   
 19         , 7064       ,10228       ,0.4040816327,436183      ,129         ,225620223   ,337736616   
 19         , 9582       ,10228       ,0.4040816327,436183      ,129         ,300870733   ,337736616   
 19         ,10228       , 7064       ,0.0959183673,436183      ,129         ,337736616   ,225620223   
 19         ,10228       , 9582       ,0.0959183673,436183      ,129         ,337736616   ,300870733   
 20         ,  612       , 5043       ,0.7979568672,436184      ,130         , 16331261   ,172036918   
 20         , 5043       ,  612       ,0.2020431328,436184      ,130         ,172036918   , 16331261   
 20         , 1536       , 5043       ,0.2789585547,436185      ,130         , 33241320   ,172036918   
 20         , 1536       ,  612       ,0.2789585547,436185      ,130         , 33241320   , 16331261   
 20         , 5043       , 1536       ,0.4420828905,436185      ,130         ,172036918   , 33241320   
 21         , 9527       , 8806       ,0.9415262636,436186      ,131         ,300313735   ,291618505   
 21         , 8806       , 9527       ,0.0584737364,436186      ,131         ,291618505   ,300313735   
 21         , 4735       , 4043       ,0.9885189437,436187      ,131         ,162147658   ,148253581   
 21         , 4043       , 4735       ,0.0114810563,436187      ,131         ,148253581   ,162147658   
 21         , 9517       , 4422       ,0.4702020202,436188      ,131         ,300313598   ,152982822   
 21         , 9517       ,10721       ,0.4702020202,436188      ,131         ,300313598   ,340789606   
 21         , 4422       , 9517       ,0.0297979798,436188      ,131         ,152982822   ,300313598   
 21         ,10721       , 9517       ,0.0297979798,436188      ,131         ,340789606   ,300313598   
 21         , 1938       , 2176       ,0.8623762376,436189      ,131         , 49480110   , 52142274   
 21         , 2176       , 1938       ,0.1376237624,436189      ,131         , 52142274   , 49480110   
 21         , 2200       , 1998       ,0.6163265306,436190      ,131         , 52143931   , 49481758   
 21         , 1998       , 2200       ,0.3836734694,436190      ,131         , 49481758   , 52143931   
 21         , 7901       , 7782       ,0.7765957447,436191      ,131         ,258538408   ,258507220   
 21         , 7782       , 7901       ,0.2234042553,436191      ,131         ,258507220   ,258538408   
 21         , 7829       , 5485       ,0.3262486716,436192      ,131         ,258508476   ,191638471   
 21         , 5485       , 7829       ,0.6737513284,436192      ,131         ,191638471   ,258508476   
 21         , 3135       , 3672       ,0.7712895377,436193      ,131         ,110637406   ,120435092   
 21         , 3672       , 3135       ,0.2287104623,436193      ,131         ,120435092   ,110637406   
 21         , 8587       , 7829       ,0.1926315789,436194      ,131         ,288555192   ,258508476   
 21         , 8587       , 5485       ,0.1926315789,436194      ,131         ,288555192   ,191638471   
 21         , 7829       , 8587       ,0.6147368421,436194      ,131         ,258508476   ,288555192   
 22         , 9207       , 8993       ,0.7500000000,436195      ,132         ,295707036   ,294501688   
 22         , 8993       , 9207       ,0.2500000000,436195      ,132         ,294501688   ,295707036   
 22         ,  706       , 3221       ,0.4630541872,436196      ,132         , 20090468   ,110667019   
 22         , 3221       ,  706       ,0.5369458128,436196      ,132         ,110667019   , 20090468   
 22         , 5276       ,  591       ,0.3810000000,436197      ,132         ,189219259   , 16330350   
 22         , 5276       , 5053       ,0.3810000000,436197      ,132         ,189219259   ,172037359   
 22         ,  591       , 5276       ,0.1190000000,436197      ,132         , 16330350   ,189219259   
 22         , 5053       , 5276       ,0.1190000000,436197      ,132         ,172037359   ,189219259   
 24         , 9688       , 1995       ,0.9887766554,436198      ,134         ,301055911   , 49481703   
 24         , 1995       , 9688       ,0.0112233446,436198      ,134         , 49481703   ,301055911   
 24         ,  798       , 2752       ,0.0136684708,436199      ,134         , 21674146   , 86357135   
 24         ,  798       , 1110       ,0.0136684708,436199      ,134         , 21674146   , 29830938   
 24         ,  798       , 9041       ,0.0136684708,436199      ,134         , 21674146   ,294676089   
 24         ,  798       ,  991       ,0.0136684708,436199      ,134         , 21674146   , 27379254   
 24         ,  798       , 6594       ,0.0136684708,436199      ,134         , 21674146   ,222085492   
 24         ,  798       , 5684       ,0.0136684708,436199      ,134         , 21674146   ,209964841   
 24         ,  798       , 5371       ,0.0136684708,436199      ,134         , 21674146   ,190891179   
 24         ,  798       , 4758       ,0.0136684708,436199      ,134         , 21674146   ,162148016   
 24         ,  798       , 4057       ,0.0136684708,436199      ,134         , 21674146   ,148255261   
 24         ,  798       , 3342       ,0.0136684708,436199      ,134         , 21674146   ,110678506   
 24         ,  798       , 1701       ,0.0136684708,436199      ,134         , 21674146   , 39936106   
 24         , 4057       ,  798       ,0.0772406201,436199      ,134         ,148255261   , 21674146   
 24         , 1701       ,  798       ,0.0772406201,436199      ,134         , 39936106   , 21674146   
 24         , 1110       ,  798       ,0.0772406201,436199      ,134         , 29830938   , 21674146   
 24         , 9041       ,  798       ,0.0772406201,436199      ,134         ,294676089   , 21674146   
 24         ,  991       ,  798       ,0.0772406201,436199      ,134         , 27379254   , 21674146   
 24         , 6594       ,  798       ,0.0772406201,436199      ,134         ,222085492   , 21674146   
 24         , 5684       ,  798       ,0.0772406201,436199      ,134         ,209964841   , 21674146   
 24         , 5371       ,  798       ,0.0772406201,436199      ,134         ,190891179   , 21674146   
 24         , 4758       ,  798       ,0.0772406201,436199      ,134         ,162148016   , 21674146   
 24         , 3342       ,  798       ,0.0772406201,436199      ,134         ,110678506   , 21674146   
 24         , 2752       ,  798       ,0.0772406201,436199      ,134         , 86357135   , 21674146   
 25         , 9631       , 1842       ,0.9900000000,436200      ,135         ,301051746   , 49476686   
 25         , 1842       , 9631       ,0.0100000000,436200      ,135         , 49476686   ,301051746   
 25         ,  994       , 4727       ,0.0099009901,436201      ,135         , 27379466   ,162147271   
 25         , 4727       ,  994       ,0.9900990099,436201      ,135         ,162147271   , 27379466   
 25         , 1835       , 3154       ,0.7438423645,436202      ,135         , 45659167   ,110638017   
 25         , 3154       , 1835       ,0.2561576355,436202      ,135         ,110638017   , 45659167   
 25         , 1308       , 4850       ,0.3722772277,436203      ,135         , 32472532   ,162452728   
 25         , 4850       , 1308       ,0.6277227723,436203      ,135         ,162452728   , 32472532   
 25         , 4850       , 4727       ,0.4833518313,436204      ,135         ,162452728   ,162147271   
 25         , 4850       ,  994       ,0.4833518313,436204      ,135         ,162452728   , 27379466   
 25         ,  994       , 1308       ,0.0166481687,436204      ,135         , 27379466   , 32472532   
 25         ,  994       , 4850       ,0.0166481687,436204      ,135         , 27379466   ,162452728   
 26         , 2159       , 1932       ,0.0099009901,436205      ,136         , 52141663   , 49479414   
 26         , 1932       , 2159       ,0.9900990099,436205      ,136         , 49479414   , 52141663   
 28         , 9691       , 1895       ,0.5579171095,436206      ,138         ,301055965   , 49478642   
 28         , 1895       , 9691       ,0.4420828905,436206      ,138         , 49478642   ,301055965   
 28         , 2658       ,  723       ,0.5178147268,436207      ,138         , 76800799   , 20091870   
 28         ,  723       , 2658       ,0.4821852732,436207      ,138         , 20091870   , 76800799   
 28         , 5284       , 4298       ,0.2194163861,436208      ,138         ,189219552   ,150025746   
 28         , 5284       , 3736       ,0.2194163861,436208      ,138         ,189219552   ,120437261   
 28         , 5284       , 3172       ,0.2194163861,436208      ,138         ,189219552   ,110638824   
 28         , 5284       ,10807       ,0.2194163861,436208      ,138         ,189219552   ,347536049   
 28         ,10807       , 5284       ,0.0305836139,436208      ,138         ,347536049   ,189219552   
 28         , 4298       , 5284       ,0.0305836139,436208      ,138         ,150025746   ,189219552   
 28         , 3736       , 5284       ,0.0305836139,436208      ,138         ,120437261   ,189219552   
 28         , 3172       , 5284       ,0.0305836139,436208      ,138         ,110638824   ,189219552   
 28         , 7016       , 5944       ,0.4706572770,436209      ,138         ,225619103   ,217077950   
 28         , 5944       , 7016       ,0.0293427230,436209      ,138         ,217077950   ,225619103   
 28         , 5944       , 9608       ,0.0293427230,436209      ,138         ,217077950   ,300871449   
 28         , 9608       , 5944       ,0.4706572770,436209      ,138         ,300871449   ,217077950   
 29         , 3523       , 4655       ,0.5857142857,436210      ,139         ,117626414   ,161486020   
 29         , 4655       , 3523       ,0.4142857143,436210      ,139         ,161486020   ,117626414   
 29         ,  170       , 5178       ,0.0239297475,436211      ,139         , 15608778   ,183982461   
 29         , 4183       , 5178       ,0.0239297475,436211      ,139         ,148661436   ,183982461   
 29         , 3822       , 5178       ,0.0239297475,436211      ,139         ,121637548   ,183982461   
 29         , 5178       , 1242       ,0.1760702525,436211      ,139         ,183982461   , 31792827   
 29         , 5178       , 3822       ,0.1760702525,436211      ,139         ,183982461   ,121637548   
 29         , 5178       ,  170       ,0.1760702525,436211      ,139         ,183982461   , 15608778   
 29         , 5178       , 4183       ,0.1760702525,436211      ,139         ,183982461   ,148661436   
 29         , 6963       , 5178       ,0.0239297475,436211      ,139         ,224990023   ,183982461   
 29         , 5178       , 6963       ,0.1760702525,436211      ,139         ,183982461   ,224990023   
 29         , 1242       , 5178       ,0.0239297475,436211      ,139         , 31792827   ,183982461   
 30         , 9681       , 1965       ,0.9895833333,436212      ,140         ,301055786   , 49481308   
 30         , 1965       , 9681       ,0.0104166667,436212      ,140         , 49481308   ,301055786   
 31         , 2109       , 1944       ,0.4416775885,436213      ,141         , 52140223   , 49480419   
 31         , 1944       , 2109       ,0.5583224115,436213      ,141         , 49480419   , 52140223   
 32         , 2130       , 1976       ,0.5346650999,436214      ,142         , 52140985   , 49481523   
 32         , 1976       , 2130       ,0.4653349001,436214      ,142         , 49481523   , 52140985   
 33         , 9659       , 1862       ,0.9189189189,436215      ,143         ,301052882   , 49477155   
 33         , 1862       , 9659       ,0.0810810811,436215      ,143         , 49477155   ,301052882   
 34         ,10577       ,  160       ,0.9900990099,436216      ,144         ,340626451   , 15608575   
 34         ,  160       ,10577       ,0.0099009901,436216      ,144         , 15608575   ,340626451   
 35         , 6663       , 3360       ,0.0424512719,436217      ,145         ,222087467   ,110678934   
 35         , 6663       , 9043       ,0.0424512719,436217      ,145         ,222087467   ,294676290   
 35         , 2807       , 3360       ,0.0424512719,436217      ,145         , 86359476   ,110678934   
 35         , 2807       , 9043       ,0.0424512719,436217      ,145         , 86359476   ,294676290   
 35         , 5430       , 9043       ,0.0424512719,436217      ,145         ,190893744   ,294676290   
 35         , 9043       , 2807       ,0.1242153948,436217      ,145         ,294676290   , 86359476   
 35         , 5430       , 3360       ,0.0424512719,436217      ,145         ,190893744   ,110678934   
 35         , 9043       , 5430       ,0.1242153948,436217      ,145         ,294676290   ,190893744   
 35         , 3360       , 2807       ,0.1242153948,436217      ,145         ,110678934   , 86359476   
 35         , 3360       , 6663       ,0.1242153948,436217      ,145         ,110678934   ,222087467   
 35         , 3360       , 5430       ,0.1242153948,436217      ,145         ,110678934   ,190893744   
 35         , 9043       , 6663       ,0.1242153948,436217      ,145         ,294676290   ,222087467   
 35         , 1453       , 5231       ,0.4002525253,436218      ,145         , 33240149   ,189218403   
 35         , 5231       , 1453       ,0.5997474747,436218      ,145         ,189218403   , 33240149   
 35         , 1279       , 3857       ,0.9740932642,436219      ,145         , 31794499   ,121639242   
 35         , 3857       , 1279       ,0.0259067358,436219      ,145         ,121639242   , 31794499   
 35         , 3972       ,  202       ,0.0964111922,436220      ,145         ,134103015   , 15610454   
 35         , 3972       , 5138       ,0.0964111922,436220      ,145         ,134103015   ,183981223   
 35         , 3972       , 6999       ,0.0964111922,436220      ,145         ,134103015   ,224991739   
 35         , 3972       , 1279       ,0.0964111922,436220      ,145         ,134103015   , 31794499   
 35         , 3972       ,10529       ,0.0964111922,436220      ,145         ,134103015   ,339633326   
 35         , 3972       ,10618       ,0.0964111922,436220      ,145         ,134103015   ,340628302   
 35         , 6999       , 3972       ,0.0326729232,436220      ,145         ,224991739   ,134103015   
 35         , 3972       , 3857       ,0.0964111922,436220      ,145         ,134103015   ,121639242   
 35         , 4221       , 3972       ,0.0326729232,436220      ,145         ,148663182   ,134103015   
 35         ,  202       , 3972       ,0.0326729232,436220      ,145         , 15610454   ,134103015   
 35         , 5138       , 3972       ,0.0326729232,436220      ,145         ,183981223   ,134103015   
 35         , 3972       , 4221       ,0.0964111922,436220      ,145         ,134103015   ,148663182   
 35         , 1279       , 3972       ,0.0326729232,436220      ,145         , 31794499   ,134103015   
 35         ,10529       , 3972       ,0.0326729232,436220      ,145         ,339633326   ,134103015   
 35         ,10618       , 3972       ,0.0326729232,436220      ,145         ,340628302   ,134103015   
 35         , 3262       , 3769       ,0.0771508728,436221      ,145         ,110668358   ,121636161   
 35         , 1189       , 3262       ,0.0478491272,436221      ,145         , 31791426   ,110668358   
 35         , 1096       , 3262       ,0.0478491272,436221      ,145         , 29829723   ,110668358   
 35         , 6910       , 3262       ,0.0478491272,436221      ,145         ,224988634   ,110668358   
 35         , 4130       , 3262       ,0.0478491272,436221      ,145         ,148660013   ,110668358   
 35         ,  123       , 3262       ,0.0478491272,436221      ,145         , 15607389   ,110668358   
 35         , 3262       , 3884       ,0.0771508728,436221      ,145         ,110668358   ,134097762   
